username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
argyre_twt,ΛRGYRΞ,https://twitter.com/ARGYRE_twt/status/1303057864106401792,"""#ARGYRE NEW SINGLE (Feat ?) 

TEASER POSTER #01 

#앍ㄱ래 #AUTUMN #LANA #MAVIS #ZYRA #NewSingle #September #ComingSoon… """,2020-09-07 12:49:00,141,5,0,,0,ARGYRE | 01 | 앍ㄱ래 | AUTUMN | LANA | MAVIS | ZYRA | NewSingle | September | ComingSoon,10,,https://pbs.twimg.com/media/EhVkGEYXcAAHkD7.jpg
brogangregson99,brogan ,https://twitter.com/brogangregson99/status/1303039003894185985,"""DIET MTN DEW - @LanaDelRey cover ❤️🙌

#lanadelreycover #lanadelrey #singing #singer #cover #vocals #lana #lanadelreyfans #guitar #borntodieera #borntodie

https",2020-09-07 11:34:00,3,1,0,LanaDelRey,1,lanadelreycover | lanadelrey | singing | singer | cover | vocals | lana | lanadelreyfans | guitar | borntodieera | borntodie,11,,
superyachtfan,SuperYachtFan,https://twitter.com/Superyachtfan/status/1302255054225891328,"""Crew ops
 
The new 107m (351ft) @BenettiYachts Lana
 
📷 Raphael Belly via @superyachtfan 
 
https",2020-09-05 07:39:00,6,4,0,BenettiYachts | superyachtfan,2,,0,,https://pbs.twimg.com/media/EhKKC8VWoAAfpSL.jpg
aurawies,weloveyoulana,https://twitter.com/aurawies/status/1300850922441134080,"""Imagine lana is in this look
#yoolana #lana #lanakpop… """,2020-09-01 10:40:00,,,0,,0,yoolana | lana | lanakpop,3,,https://pbs.twimg.com/media/Eg2NA3wWsAIfIgn.jpg | https://pbs.twimg.com/media/Eg2NBKWXsAAxszm.jpg
andrea_addict,AJ FANATIC ™,https://twitter.com/andrea_addict/status/1301851719911968768,"""Mallu actress Lana wet navel show
🤤👅👅👅
#lana
#25kFollowers… """,2020-09-04 04:56:00,142,34,0,,0,lana | 25kFollowers,2,,
dubrovniktimes,The Dubrovnik Times,https://twitter.com/DubrovnikTimes/status/1303395524268228609,"""VIDEO – Beyoncé and Jay-Z wave goodbye to #Croatia
https",2020-09-08 11:11:00,16,3,1,,0,Croatia,1,,https://pbs.twimg.com/media/EhaXUmrX0AM4Rsv.jpg
cutiekittin, Miss Kittin ,https://twitter.com/CutieKittin/status/1300866546420592646,"""September 1st is here 😌💙
#stockings #kneesocks #nylon #hosiery

Support me on",2020-09-01 11:42:00,424,49,3,,0,stockings | kneesocks | nylon | hosiery,4,,https://pbs.twimg.com/media/Eg2bOq0WsAENJlh.jpg
hicc_lana,LANA,https://twitter.com/Hicc_LANA/status/1302788887417204737,"""Fighting this week! ( ◍•㉦•◍ )♡

#HICC
#LANA #라나
#LUMINOUS… """,2020-09-06 19:00:00,"1,290",90,62,,0,HICC | LANA | 라나 | LUMINOUS,4,,
venicebich,𝓙𝓾𝓼𝓽𝓲𝓷,https://twitter.com/venicebich/status/1302309137414524934,"""Hope is a dangerous thing for a dumb bitch like me to have - but I have it 😭 #LanaDelRey #lana #ChemTrailsOverTheCountryClub… https",2020-09-05 11:14:00,19,2,1,,0,LanaDelRey | lana | ChemTrailsOverT,3,,https://pbs.twimg.com/media/EhK7QVQXgAAPv7e.jpg
creganthersa,Thersa Cregan,https://twitter.com/CreganThersa/status/1303238582367387648,"""I am also an author. Please check out my novel, A Life Worth Dreaming About. #fingered #nylon… """,2020-09-08 00:47:00,,,0,,0,fingered | nylon,2,,https://pbs.twimg.com/media/EhYIk56WkAADNMY.jpg
gencompany,Gen Consulting Company,https://twitter.com/GenCompany/status/1303237673318932480,"""According to Gen Consulting Company, global #nylon #cable #tie market is projected to grow at a CAGR of 4.24% during the forecast period 2020-2026. https",2020-09-08 00:44:00,1,,0,,0,nylon | cable | tie,3,,https://pbs.twimg.com/media/EhYHvLaVkAA14WK.png
maybethispair,Barbara Kate Rose,https://twitter.com/maybethispair/status/1301867622598881283,"""#Nylon #Tricot #Panties",2020-09-04 06:00:00,,,0,,0,Nylon | Tricot | Panties,3,,https://pbs.twimg.com/media/EhEptACXsAEozaL.png
rhondao62573317,Rhonda Ortiz,https://twitter.com/RhondaO62573317/status/1303301166240071687,"""The vampire could woo any woman with his charisma and his charm, but he only wishes to romance her.. for eternity. #nylon #thick… https",2020-09-08 04:56:00,,,0,,0,nylon | thick,2,,https://pbs.twimg.com/media/EhZBfsfXYAY8Syz.jpg
amagazinepic,gg archive,https://twitter.com/AMagazinepic/status/1302125927522906112,"""°♡• Wendy - Red Velvet •♡°

NYLON, JUNE 2019
#WENDY #REDVELVET #NYLON https",2020-09-04 23:06:00,105,43,1,,0,WENDY | REDVELVET | NYLON,3,,https://pbs.twimg.com/profile_images/1297583519804268544/RXWwBmwP_normal.jpg | https://abs.twimg.com/emoji/v2/72x72/1f3a4.png | https://abs.twimg.com/emoji/v2/72x72/1f499.png
cdkent41,KellyCDKent41,https://twitter.com/CdKent41/status/1301977743073128448,"""#crossdress #nylon #stockings please RT and add me for chat x… """,2020-09-04 13:17:00,84,26,7,,0,crossdress | nylon | stockings,3,,https://pbs.twimg.com/media/EhGNyuZWAAA9dqL.jpg
missdawnmcfear,Miss Dawn McFear!,https://twitter.com/MissDawnMcFear/status/1303330471334608901,"""I saw you peeking at my #stockings

My little #nylon perv

Come here ill give you a closer look!… """,2020-09-08 06:52:00,13,3,2,,0,stockings | nylon,2,,https://pbs.twimg.com/media/EhZcISVWoAEVCm0.jpg
